id,user_id,friends_group_id,drawnFriendId
48,4iMXf6wGEGgtVVm5YHopDm,15,
49,hYbViueLDSf5gRXtYW5zQj,15,
50,q46Q6t3hcC6KRFhDt774Hh,15,
51,kzEHCCyHtapTSJNp8PT9im,16,
52,user_2W6wkPiYQjq4e2hdzK046CUIWIX,16,
53,q46Q6t3hcC6KRFhDt774Hh,16,
54,user_2W6wkPiYQjq4e2hdzK046CUIWIX,18,
55,4iMXf6wGEGgtVVm5YHopDm,18,
56,hYbViueLDSf5gRXtYW5zQj,18,
57,kzEHCCyHtapTSJNp8PT9im,18,
58,xi5PXNGm5HZyadnQuiyH1R,18,
59,q46Q6t3hcC6KRFhDt774Hh,18,
